Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,Age_Group
0,Travel_Rarely,Sales,29,Master,Technical Degree,Male,High,3,Sales Executive,Medium,Married,9250,0,9,3,Better,4,28-32
1,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,Female,High,1,Laboratory Technician,Low,Divorced,2074,1,1,2,Better,1,33-37
1,Travel_Rarely,Research & Development,2,Doctor,Technical Degree,Female,Medium,3,Manufacturing Director,Very High,Married,10169,0,34,4,Better,33,48-52
1,Travel_Rarely,Research & Development,2,Bachelor,Medical,Male,High,2,Manufacturing Director,Medium,Married,4855,0,7,2,Better,5,33-37
0,Non-Travel,Research & Development,1,Master,Technical Degree,Male,High,2,Research Scientist,Low,Married,4087,0,9,3,Good,6,28-32
0,Travel_Rarely,Research & Development,15,Master,Other,Female,High,1,Research Scientist,Low,Married,2367,0,10,3,Good,8,43-47
0,Travel_Rarely,Research & Development,7,Master,Medical,Male,High,1,Research Scientist,Very High,Single,2972,0,1,4,Bad,1,33-37
0,Travel_Rarely,Sales,26,Doctor,Marketing,Male,Medium,5,Manager,Very High,Married,19586,0,36,3,Better,36,53-57
0,Travel_Rarely,Research & Development,1,Master,Life Sciences,Male,High,2,Research Scientist,Very High,Married,5484,0,9,3,Good,2,33-37
0,Travel_Rarely,Research & Development,3,Bachelor,Life Sciences,Female,High,1,Research Scientist,Very High,Married,2061,0,1,5,Better,1,23-27
0,Travel_Rarely,Sales,14,Bachelor,Life Sciences,Male,High,2,Sales Executive,Medium,Married,9924,0,10,3,Better,9,33-37
0,Travel_Rarely,Sales,16,Bachelor,Life Sciences,Female,High,2,Sales Executive,Medium,Single,4198,0,8,5,Best,3,33-37
0,Travel_Rarely,Sales,1,Master,Life Sciences,Female,High,2,Sales Executive,High,Single,6815,0,15,5,Better,1,33-37
0,Travel_Rarely,Research & Development,3,Below College,Medical,Male,High,1,Laboratory Technician,Low,Single,4723,1,10,3,Better,10,28-32
0,Travel_Rarely,Research & Development,10,Master,Medical,Female,High,2,Healthcare Representative,High,Single,6142,1,10,4,Better,5,33-37
0,Travel_Rarely,Sales,6,Bachelor,Medical,Male,Very High,3,Sales Executive,High,Married,8237,0,11,3,Better,7,38-42
0,Travel_Frequently,Research & Development,2,Below College,Life Sciences,Male,High,2,Healthcare Representative,Very High,Divorced,8853,0,6,0,Best,6,28-32
0,Travel_Rarely,Sales,9,Bachelor,Marketing,Male,High,5,Manager,High,Married,19331,1,27,2,Better,1,48-52
0,Travel_Rarely,Research & Development,10,Bachelor,Technical Degree,Male,Very High,1,Research Scientist,High,Married,2073,0,4,2,Better,2,18-22
0,Travel_Frequently,Research & Development,6,Master,Life Sciences,Male,Very High,2,Laboratory Technician,Low,Married,5562,1,9,3,Better,3,33-37
0,Travel_Rarely,Research & Development,9,College,Other,Male,Medium,5,Manager,Very High,Single,19613,0,24,2,Better,1,38-42
0,Travel_Rarely,Research & Development,28,Bachelor,Life Sciences,Male,Very High,2,Laboratory Technician,High,Married,3407,0,10,3,Good,10,33-37
0,Travel_Frequently,Research & Development,10,Master,Technical Degree,Male,Medium,2,Healthcare Representative,High,Married,5063,0,8,3,Good,8,33-37
0,Travel_Rarely,Sales,14,College,Life Sciences,Female,High,2,Sales Executive,Low,Married,4639,0,5,2,Better,5,38-42
0,Travel_Rarely,Research & Development,27,Bachelor,Technical Degree,Male,Very High,1,Laboratory Technician,Medium,Divorced,4876,0,8,0,Better,6,38-42
0,Travel_Rarely,Research & Development,7,College,Life Sciences,Male,Medium,1,Laboratory Technician,Very High,Married,2690,0,1,5,Good,1,33-37
0,Travel_Rarely,Sales,1,Master,Life Sciences,Male,Very High,4,Manager,Low,Single,17567,0,27,5,Bad,26,43-47
1,Travel_Rarely,Research & Development,24,Bachelor,Medical,Male,High,1,Laboratory Technician,Medium,Married,2408,1,1,3,Better,1,23-27
0,Non-Travel,Research & Development,26,College,Other,Female,Medium,1,Research Scientist,High,Married,2814,1,4,2,Good,4,18-22
0,Travel_Frequently,Research & Development,20,Doctor,Medical,Male,High,4,Healthcare Representative,High,Married,11245,1,32,3,Better,30,48-52
0,Travel_Rarely,Research & Development,5,Master,Other,Female,Very High,1,Research Scientist,Very High,Married,3312,0,6,3,Better,3,28-32
0,Travel_Rarely,Research & Development,7,Bachelor,Medical,Female,High,5,Research Director,Very High,Divorced,19049,1,23,4,Good,22,43-47
0,Travel_Rarely,Research & Development,7,Bachelor,Medical,Male,Medium,1,Research Scientist,Medium,Married,2141,0,6,3,Good,6,28-32
0,Travel_Rarely,Research & Development,5,Doctor,Medical,Female,Low,2,Laboratory Technician,Low,Single,5769,1,10,3,Better,10,43-47
0,Non-Travel,Sales,26,Bachelor,Marketing,Male,Medium,2,Sales Executive,Low,Married,4385,0,10,2,Better,10,43-47
0,Travel_Frequently,Sales,2,Master,Other,Male,High,2,Sales Executive,Low,Single,5332,0,10,3,Better,5,28-32
0,Travel_Rarely,Research & Development,12,Master,Life Sciences,Female,High,2,Manufacturing Director,High,Married,4663,1,7,2,Better,3,33-37
0,Travel_Frequently,Research & Development,10,Master,Life Sciences,Male,Very High,2,Manufacturing Director,Very High,Divorced,4724,0,9,3,Better,9,33-37
0,Travel_Rarely,Research & Development,25,Master,Life Sciences,Female,High,1,Laboratory Technician,Low,Married,3211,0,10,3,Good,9,48-52
0,Travel_Rarely,Research & Development,10,Doctor,Medical,Male,High,2,Manufacturing Director,Low,Married,5377,0,10,3,Better,7,38-42
0,Travel_Rarely,Research & Development,19,Bachelor,Other,Male,Medium,1,Laboratory Technician,Low,Divorced,4066,0,7,3,Better,7,23-27
0,Travel_Rarely,Research & Development,18,Doctor,Life Sciences,Male,Very High,2,Research Scientist,Low,Married,5208,0,16,2,Better,16,33-37
0,Travel_Rarely,Research & Development,27,Bachelor,Medical,Female,Low,2,Manufacturing Director,Low,Divorced,4877,0,6,5,Good,5,23-27
0,Travel_Rarely,Research & Development,5,Below College,Medical,Male,High,1,Research Scientist,Very High,Single,3117,0,3,2,Better,2,18-22
1,Travel_Frequently,Sales,3,College,Medical,Female,High,1,Sales Representative,Very High,Single,1569,1,0,2,Best,0,
0,Travel_Rarely,Human Resources,26,Master,Life Sciences,Female,High,5,Manager,High,Married,19658,0,27,2,Better,5,43-47
0,Travel_Rarely,Research & Development,3,College,Medical,Male,Medium,2,Laboratory Technician,High,Divorced,3069,0,11,3,Better,10,38-42
0,Travel_Rarely,Research & Development,15,Bachelor,Life Sciences,Female,Medium,3,Manufacturing Director,High,Married,10435,0,18,2,Better,18,38-42
0,Non-Travel,Research & Development,8,Master,Life Sciences,Female,High,2,Healthcare Representative,High,Married,4148,0,15,5,Better,14,33-37
0,Travel_Rarely,Research & Development,19,Bachelor,Life Sciences,Male,High,2,Manufacturing Director,High,Married,5768,0,9,2,Good,4,33-37
0,Travel_Frequently,Research & Development,4,Bachelor,Medical,Female,High,2,Manufacturing Director,High,Single,5042,0,10,2,Bad,9,38-42
0,Travel_Rarely,Research & Development,2,College,Other,Female,Medium,2,Manufacturing Director,Very High,Divorced,5770,0,10,3,Better,10,43-47
0,Travel_Rarely,Research & Development,2,College,Medical,Female,Medium,3,Manufacturing Director,High,Married,7756,1,10,6,Best,5,33-37
1,Travel_Rarely,Sales,10,Bachelor,Medical,Male,Medium,3,Sales Executive,Low,Married,10306,0,15,3,Better,13,33-37
0,Travel_Rarely,Research & Development,10,Bachelor,Medical,Female,High,1,Research Scientist,Medium,Married,3936,0,8,2,Bad,8,33-37
0,Travel_Rarely,Research & Development,16,Bachelor,Life Sciences,Female,High,3,Manufacturing Director,Very High,Single,7945,1,18,2,Good,4,38-42
0,Travel_Frequently,Human Resources,1,Doctor,Human Resources,Male,High,2,Human Resources,Very High,Married,5743,1,14,3,Better,10,43-47
0,Travel_Frequently,Research & Development,4,Doctor,Medical,Male,Medium,4,Manager,Very High,Married,15202,0,23,3,Better,2,43-47
1,Travel_Rarely,Sales,15,College,Medical,Male,Low,2,Sales Executive,Very High,Divorced,5440,1,7,2,Good,2,33-37
0,Travel_Frequently,Research & Development,2,Below College,Technical Degree,Female,High,1,Research Scientist,Very High,Single,3760,1,6,2,Better,6,23-27
0,Travel_Rarely,Research & Development,8,Bachelor,Medical,Female,Very High,1,Research Scientist,High,Married,3517,0,5,0,Better,3,23-27
0,Travel_Frequently,Research & Development,2,Bachelor,Medical,Male,High,1,Research Scientist,Very High,Single,2580,0,6,0,Good,4,23-27
1,Travel_Rarely,Research & Development,7,Bachelor,Life Sciences,Male,High,1,Laboratory Technician,Low,Single,2166,1,10,3,Bad,4,38-42
0,Travel_Rarely,Sales,10,Bachelor,Medical,Male,Medium,2,Sales Executive,High,Single,5869,0,8,2,Better,5,28-32
0,Travel_Rarely,Research & Development,5,Master,Life Sciences,Female,High,3,Healthcare Representative,Low,Married,8008,0,9,6,Better,3,33-37
0,Travel_Frequently,Research & Development,2,Below College,Life Sciences,Male,Very High,2,Manufacturing Director,High,Divorced,5206,0,7,6,Better,7,23-27
0,Travel_Rarely,Research & Development,12,Bachelor,Medical,Male,High,2,Manufacturing Director,Medium,Married,5295,0,7,3,Better,5,38-42
0,Travel_Rarely,Research & Development,22,Master,Other,Female,High,4,Research Director,Medium,Married,16413,0,27,2,Better,4,48-52
0,Travel_Rarely,Research & Development,17,Doctor,Life Sciences,Female,Medium,3,Research Director,Low,Divorced,13269,0,19,3,Better,14,48-52
0,Travel_Rarely,Sales,2,Bachelor,Medical,Female,High,1,Sales Representative,High,Single,2783,0,2,3,Better,2,18-22
0,Travel_Rarely,Research & Development,3,Bachelor,Life Sciences,Female,High,2,Research Scientist,Medium,Divorced,5433,0,11,2,Better,11,33-37
0,Travel_Rarely,Research & Development,7,Bachelor,Life Sciences,Male,High,1,Laboratory Technician,Medium,Single,2013,0,15,4,Better,4,33-37
0,Travel_Rarely,Research & Development,6,Below College,Life Sciences,Female,Medium,4,Healthcare Representative,High,Married,13966,1,30,3,Better,15,48-52
0,Non-Travel,Research & Development,1,Master,Medical,Female,Medium,2,Manufacturing Director,High,Married,4374,0,4,6,Better,3,33-37
0,Travel_Rarely,Research & Development,3,College,Life Sciences,Male,Very High,2,Healthcare Representative,Low,Divorced,6842,0,13,3,Better,5,33-37
0,Travel_Rarely,Research & Development,22,Doctor,Medical,Female,High,4,Manager,High,Married,17426,0,36,6,Better,10,53-57
0,Travel_Rarely,Research & Development,15,College,Life Sciences,Male,Medium,4,Research Director,High,Married,17603,0,14,3,Better,14,38-42
1,Travel_Frequently,Sales,12,Master,Other,Male,High,2,Sales Executive,Very High,Single,4581,1,13,2,Best,11,33-37
0,Travel_Frequently,Research & Development,1,Bachelor,Life Sciences,Male,High,2,Research Scientist,Very High,Married,4735,0,19,4,Best,13,33-37
0,Travel_Rarely,Sales,5,Bachelor,Medical,Male,Medium,2,Sales Executive,Medium,Divorced,4187,1,10,3,Good,10,28-32
0,Travel_Rarely,Sales,2,Master,Medical,Male,High,2,Sales Executive,Very High,Divorced,5505,0,6,5,Better,6,28-32
0,Travel_Rarely,Research & Development,2,Bachelor,Medical,Male,High,2,Research Scientist,Medium,Divorced,5470,0,10,4,Good,9,28-32
0,Travel_Rarely,Sales,5,Master,Life Sciences,Female,High,2,Sales Executive,Very High,Married,5476,0,10,2,Better,10,28-32
0,Travel_Rarely,Research & Development,16,Bachelor,Medical,Female,High,1,Laboratory Technician,Low,Divorced,2587,1,17,2,Good,2,48-52
0,Travel_Frequently,Research & Development,2,Bachelor,Medical,Female,Medium,1,Laboratory Technician,Medium,Single,2440,0,4,3,Better,4,33-37
0,Travel_Rarely,Sales,2,Master,Life Sciences,Female,Very High,4,Manager,Medium,Divorced,15972,0,29,2,Better,3,43-47
0,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,Male,High,4,Manager,High,Single,15379,0,23,2,Better,8,48-52
0,Travel_Rarely,Sales,23,College,Life Sciences,Male,High,3,Sales Executive,High,Single,7082,1,21,2,Better,2,38-42
0,Travel_Rarely,Sales,9,Below College,Life Sciences,Male,High,1,Sales Representative,Low,Single,2728,0,2,3,Better,2,18-22
0,Non-Travel,Sales,16,Bachelor,Life Sciences,Female,High,2,Sales Executive,Very High,Divorced,5368,1,7,2,Better,6,28-32
0,Travel_Rarely,Research & Development,26,Master,Life Sciences,Male,High,2,Healthcare Representative,High,Married,5347,0,10,2,Good,3,33-37
0,Travel_Rarely,Human Resources,1,Bachelor,Life Sciences,Female,High,1,Human Resources,Very High,Divorced,3195,1,8,2,Better,2,43-47
1,Travel_Rarely,Research & Development,8,Below College,Medical,Male,Medium,1,Laboratory Technician,High,Single,3989,1,5,2,Better,5,18-22
0,Travel_Rarely,Research & Development,4,College,Medical,Female,High,1,Laboratory Technician,High,Married,3306,0,7,5,Good,0,33-37
0,Travel_Rarely,Research & Development,24,Master,Medical,Male,Very High,3,Healthcare Representative,Very High,Married,7005,0,11,2,Better,4,48-52
1,Travel_Frequently,Sales,7,College,Medical,Female,High,1,Sales Representative,High,Married,2655,1,19,3,Better,9,43-47
1,Travel_Rarely,Research & Development,2,Master,Life Sciences,Male,High,1,Laboratory Technician,Medium,Single,1393,0,1,2,Better,1,28-32
0,Non-Travel,Research & Development,7,Bachelor,Medical,Male,High,1,Laboratory Technician,Very High,Single,2570,0,7,5,Better,7,23-27
0,Travel_Rarely,Research & Development,22,Bachelor,Technical Degree,Male,Medium,1,Research Scientist,Medium,Divorced,3537,0,8,1,Better,4,53-57
0,Travel_Rarely,Research & Development,5,College,Medical,Male,Medium,2,Laboratory Technician,Very High,Married,3986,0,15,3,Best,15,33-37
0,Travel_Rarely,Research & Development,1,Master,Medical,Male,Low,3,Healthcare Representative,Very High,Divorced,10883,0,19,2,Best,1,58-62
0,Travel_Rarely,Research & Development,21,Bachelor,Medical,Male,Very High,1,Laboratory Technician,Medium,Married,2028,0,14,6,Better,14,28-32
0,Travel_Frequently,Sales,1,Master,Medical,Male,Low,2,Sales Executive,Very High,Divorced,9525,0,6,2,Good,6,33-37
0,Travel_Rarely,Research & Development,19,Bachelor,Life Sciences,Female,Medium,1,Research Scientist,Very High,Married,2929,0,10,3,Better,10,33-37
1,Travel_Rarely,Sales,7,Bachelor,Life Sciences,Male,High,1,Sales Representative,Very High,Divorced,2275,1,3,2,Better,3,18-22
0,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,Female,Very High,3,Healthcare Representative,Very High,Married,7879,1,9,2,Better,8,43-47
0,Travel_Frequently,Research & Development,2,Master,Medical,Male,Medium,1,Research Scientist,Very High,Single,4930,1,6,2,Best,5,33-37
0,Travel_Rarely,Sales,2,Bachelor,Medical,Male,High,2,Sales Executive,Very High,Married,7847,1,10,3,Better,10,38-42
0,Travel_Rarely,Research & Development,9,Bachelor,Medical,Male,Very High,1,Research Scientist,High,Married,4401,0,5,1,Better,5,23-27
0,Travel_Rarely,Sales,6,Bachelor,Marketing,Male,High,3,Sales Executive,High,Single,9241,0,10,3,Better,10,38-42
0,Travel_Rarely,Research & Development,9,Master,Medical,Female,High,1,Laboratory Technician,High,Married,2974,0,9,2,Better,5,28-32
0,Travel_Rarely,Sales,2,Master,Life Sciences,Female,High,2,Sales Representative,Very High,Single,4502,0,17,2,Good,13,33-37
0,Non-Travel,Research & Development,1,Below College,Life Sciences,Male,Medium,3,Healthcare Representative,High,Married,10748,0,25,3,Good,23,43-47
1,Travel_Rarely,Human Resources,22,Below College,Human Resources,Male,Low,1,Human Resources,High,Married,1555,0,1,2,Better,1,23-27
1,Travel_Frequently,Sales,9,Bachelor,Life Sciences,Male,Low,4,Sales Executive,High,Married,12936,0,25,3,Bad,23,43-47
0,Travel_Rarely,Research & Development,17,Master,Medical,Male,Low,1,Laboratory Technician,High,Married,2305,0,3,3,Best,3,23-27
0,Travel_Rarely,Research & Development,28,College,Technical Degree,Female,Medium,4,Research Director,Medium,Single,16704,0,21,2,Better,21,43-47
0,Travel_Frequently,Research & Development,10,Bachelor,Life Sciences,Male,High,1,Research Scientist,High,Married,3433,0,10,3,Good,5,28-32
0,Travel_Rarely,Research & Development,2,Master,Life Sciences,Male,High,1,Laboratory Technician,High,Married,3477,0,6,2,Best,5,28-32
0,Non-Travel,Human Resources,4,Bachelor,Human Resources,Male,Low,2,Human Resources,Medium,Married,6430,0,10,4,Better,3,38-42
0,Travel_Rarely,Research & Development,8,College,Life Sciences,Female,High,2,Manufacturing Director,Low,Married,6516,1,18,3,Better,1,38-42
0,Travel_Rarely,Research & Development,29,Below College,Medical,Male,High,1,Laboratory Technician,Low,Divorced,3907,0,6,2,Best,6,23-27
0,Travel_Rarely,Research & Development,13,Master,Life Sciences,Male,High,2,Healthcare Representative,Medium,Single,5562,0,19,3,Better,10,43-47
0,Travel_Rarely,Research & Development,27,Master,Life Sciences,Male,High,2,Manufacturing Director,High,Married,6883,0,17,3,Better,7,33-37
0,Travel_Rarely,Research & Development,16,Below College,Life Sciences,Male,High,1,Research Scientist,Very High,Married,2862,0,10,2,Good,10,28-32
0,Non-Travel,Sales,2,Master,Marketing,Male,High,2,Sales Executive,Medium,Married,4978,0,4,3,Bad,1,43-47
0,Travel_Rarely,Sales,2,Bachelor,Life Sciences,Male,High,3,Sales Executive,Very High,Divorced,10368,1,13,5,Good,10,43-47
1,Travel_Rarely,Sales,13,Doctor,Marketing,Male,Medium,2,Sales Executive,Low,Divorced,6134,1,16,3,Better,2,33-37
1,Travel_Rarely,Sales,1,College,Life Sciences,Male,Low,2,Sales Executive,Medium,Single,6735,0,10,2,Better,0,28-32
0,Travel_Rarely,Research & Development,4,Below College,Medical,Female,High,1,Laboratory Technician,Medium,Single,3295,0,3,3,Bad,3,18-22
0,Travel_Frequently,Research & Development,24,Below College,Technical Degree,Female,High,2,Manufacturing Director,Very High,Single,5238,0,9,3,Good,5,28-32
0,Non-Travel,Research & Development,1,Bachelor,Life Sciences,Male,High,2,Laboratory Technician,Very High,Married,6472,1,9,2,Better,9,38-42
0,Travel_Rarely,Sales,19,Bachelor,Life Sciences,Male,Low,3,Sales Executive,High,Married,9610,0,10,2,Bad,4,28-32
0,Travel_Rarely,Sales,7,Master,Medical,Male,High,5,Manager,Medium,Single,19833,0,21,3,Good,21,38-42
0,Travel_Rarely,Human Resources,4,Bachelor,Life Sciences,Female,Low,3,Human Resources,High,Married,9756,0,9,2,Best,5,43-47
0,Travel_Frequently,Research & Development,2,Master,Technical Degree,Female,Medium,1,Research Scientist,Low,Single,4968,0,10,2,Better,9,28-32
0,Travel_Frequently,Human Resources,10,Bachelor,Medical,Male,High,1,Human Resources,Very High,Married,2145,0,3,2,Better,2,23-27
1,Travel_Frequently,Human Resources,8,Bachelor,Human Resources,Female,Medium,1,Human Resources,Very High,Divorced,2180,0,6,0,Good,4,28-32
0,Travel_Rarely,Sales,5,Bachelor,Technical Degree,Male,High,2,Sales Executive,High,Married,8346,0,6,3,Better,5,28-32
0,Travel_Rarely,Research & Development,8,Bachelor,Medical,Female,High,1,Research Scientist,Very High,Single,3445,0,6,5,Good,6,23-27
1,Travel_Rarely,Sales,9,Bachelor,Marketing,Female,Low,1,Sales Representative,Medium,Single,2760,0,2,3,Better,2,28-32
0,Travel_Frequently,Research & Development,1,Bachelor,Life Sciences,Male,Very High,2,Healthcare Representative,High,Single,6294,1,10,5,Best,3,28-32
0,Travel_Rarely,Sales,15,College,Marketing,Male,Medium,3,Sales Executive,Low,Divorced,7140,0,12,2,Better,7,28-32
0,Travel_Rarely,Research & Development,2,Master,Medical,Male,Very High,1,Research Scientist,Very High,Married,2932,1,6,3,Better,5,33-37
0,Non-Travel,Sales,2,Bachelor,Marketing,Female,High,2,Sales Executive,Medium,Single,5147,0,13,2,Good,11,28-32
0,Travel_Rarely,Sales,11,Master,Marketing,Female,High,2,Sales Executive,Very High,Single,4507,0,8,1,Best,5,48-52
1,Travel_Rarely,Sales,16,Bachelor,Life Sciences,Female,High,3,Sales Executive,Low,Single,8564,1,11,2,Good,0,28-32
0,Travel_Frequently,Research & Development,2,College,Medical,Female,Medium,1,Laboratory Technician,Medium,Married,2468,0,9,4,Good,6,33-37
1,Travel_Rarely,Sales,16,Master,Marketing,Male,High,3,Sales Executive,High,Married,8161,0,10,2,Better,1,28-32
0,Travel_Rarely,Research & Development,4,Bachelor,Technical Degree,Female,Medium,1,Research Scientist,Low,Divorced,2109,0,1,2,Better,1,28-32
0,Travel_Rarely,Research & Development,16,Bachelor,Life Sciences,Male,Very High,2,Healthcare Representative,High,Married,5294,0,10,3,Better,7,28-32
0,Non-Travel,Research & Development,5,Master,Technical Degree,Male,High,1,Research Scientist,Medium,Single,2718,0,12,3,Better,7,28-32
0,Travel_Rarely,Research & Development,18,Bachelor,Medical,Male,Low,2,Healthcare Representative,Very High,Married,5811,1,15,2,Better,1,33-37
1,Travel_Frequently,Research & Development,17,Bachelor,Technical Degree,Male,Medium,1,Research Scientist,High,Married,2437,1,6,4,Better,1,38-42
0,Travel_Rarely,Research & Development,12,Bachelor,Medical,Male,High,1,Laboratory Technician,Medium,Divorced,2766,0,7,6,Good,5,38-42
0,Travel_Rarely,Research & Development,2,Bachelor,Medical,Male,Medium,5,Research Director,Low,Married,19038,0,34,2,Better,1,53-57
0,Non-Travel,Research & Development,4,Bachelor,Technical Degree,Male,High,2,Research Scientist,Medium,Divorced,3055,0,11,2,Good,9,28-32
0,Travel_Rarely,Research & Development,9,Master,Life Sciences,Male,High,1,Laboratory Technician,Low,Divorced,2289,0,5,2,Better,5,38-42
0,Non-Travel,Sales,10,Bachelor,Life Sciences,Male,High,2,Sales Executive,High,Divorced,4001,1,15,3,Better,15,33-37
0,Non-Travel,Research & Development,1,Master,Medical,Female,Medium,4,Manufacturing Director,High,Married,12965,1,27,2,Good,3,48-52
0,Travel_Rarely,Human Resources,2,Bachelor,Life Sciences,Male,High,1,Human Resources,Very High,Single,3539,0,10,5,Better,9,38-42
0,Travel_Rarely,Sales,3,College,Life Sciences,Female,Low,2,Sales Executive,Very High,Single,6029,0,6,3,Better,2,33-37
1,Travel_Rarely,Sales,7,Below College,Marketing,Male,High,1,Sales Representative,Medium,Single,2679,0,1,3,Better,1,18-22
0,Travel_Rarely,Research & Development,6,College,Other,Female,Medium,1,Laboratory Technician,High,Married,3702,0,5,3,Better,5,33-37
1,Travel_Rarely,Research & Development,8,Below College,Medical,Female,High,1,Laboratory Technician,Low,Married,2398,1,1,6,Better,1,18-22
0,Travel_Rarely,Sales,29,Master,Marketing,Female,Medium,2,Sales Executive,Very High,Married,5468,0,13,3,Better,12,28-32
0,Travel_Rarely,Research & Development,3,Bachelor,Technical Degree,Female,High,3,Manager,High,Married,13116,0,15,2,Better,2,48-52
0,Travel_Rarely,Sales,9,College,Marketing,Male,Medium,2,Sales Executive,Medium,Married,4189,0,5,2,Better,5,33-37
0,Travel_Rarely,Research & Development,2,Master,Medical,Male,High,5,Research Director,Very High,Divorced,19328,1,24,3,Better,2,43-47
0,Travel_Rarely,Research & Development,10,Bachelor,Life Sciences,Male,High,3,Healthcare Representative,Low,Married,8321,1,15,1,Better,12,33-37
1,Travel_Frequently,Research & Development,1,College,Medical,Male,High,1,Research Scientist,Medium,Divorced,2342,1,6,2,Good,5,43-47
0,Travel_Rarely,Human Resources,8,College,Other,Male,High,2,Human Resources,Medium,Divorced,4071,0,19,4,Good,10,33-37
1,Travel_Rarely,Sales,27,Bachelor,Life Sciences,Male,High,2,Sales Executive,Very High,Single,5813,1,10,2,Better,10,33-37
0,Travel_Rarely,Research & Development,8,Master,Life Sciences,Male,Very High,1,Research Scientist,Low,Married,3143,0,14,1,Better,10,28-32
0,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,Male,High,1,Research Scientist,Very High,Married,2044,0,5,6,Best,5,23-27
0,Travel_Rarely,Research & Development,10,Below College,Medical,Male,High,3,Research Director,High,Single,13464,0,9,3,Better,4,38-42
0,Non-Travel,Sales,26,College,Life Sciences,Male,Medium,2,Sales Executive,Medium,Single,7991,0,6,3,Better,2,43-47
0,Travel_Rarely,Research & Development,2,College,Life Sciences,Female,High,1,Laboratory Technician,Low,Married,3377,0,7,5,Good,4,38-42
0,Travel_Rarely,Research & Development,13,Bachelor,Medical,Male,Very High,2,Healthcare Representative,Low,Married,5538,0,10,2,Good,0,38-42
0,Non-Travel,Research & Development,2,College,Medical,Male,High,2,Manufacturing Director,Very High,Divorced,5762,0,15,6,Better,7,33-37
0,Non-Travel,Human Resources,2,Bachelor,Human Resources,Male,High,1,Human Resources,Medium,Divorced,2592,0,13,3,Better,11,33-37
1,Travel_Frequently,Research & Development,9,Master,Life Sciences,Male,High,2,Laboratory Technician,Low,Married,5346,0,11,3,Good,7,33-37
1,Travel_Rarely,Research & Development,10,Master,Medical,Male,High,2,Manufacturing Director,Low,Single,4213,0,10,4,Bad,10,33-37
0,Travel_Frequently,Sales,20,Bachelor,Life Sciences,Male,High,2,Sales Executive,Very High,Divorced,4127,0,7,6,Better,2,38-42
0,Non-Travel,Research & Development,9,Bachelor,Life Sciences,Male,High,1,Research Scientist,High,Single,2438,0,7,2,Good,3,38-42
0,Travel_Rarely,Research & Development,5,Bachelor,Life Sciences,Male,Very High,2,Healthcare Representative,Medium,Single,6870,0,11,3,Bad,3,38-42
0,Travel_Rarely,Sales,4,Below College,Marketing,Female,High,3,Sales Executive,High,Divorced,10447,1,23,3,Best,22,38-42
0,Travel_Rarely,Research & Development,10,Bachelor,Medical,Female,High,3,Manufacturing Director,High,Single,9667,0,9,3,Better,7,28-32
1,Travel_Rarely,Human Resources,20,College,Medical,Female,High,1,Human Resources,Medium,Married,2148,1,6,3,Better,5,23-27
1,Travel_Rarely,Research & Development,21,College,Medical,Female,High,2,Healthcare Representative,Medium,Married,8926,0,13,2,Best,9,43-47
0,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,Female,High,2,Healthcare Representative,Very High,Divorced,6513,0,12,3,Better,5,38-42
0,Travel_Rarely,Sales,8,College,Technical Degree,Male,Very High,2,Sales Executive,High,Married,6799,0,10,5,Better,10,33-37
0,Non-Travel,Sales,2,Bachelor,Medical,Male,High,4,Manager,Medium,Divorced,16291,0,37,0,Good,16,53-57
0,Travel_Rarely,Research & Development,23,Master,Medical,Male,Low,1,Laboratory Technician,High,Married,2705,0,6,2,Best,5,33-37
0,Travel_Rarely,Research & Development,4,Bachelor,Life Sciences,Female,Medium,3,Manufacturing Director,Medium,Divorced,10333,1,28,4,Better,22,43-47
0,Travel_Rarely,Research & Development,12,Bachelor,Life Sciences,Female,High,2,Healthcare Representative,Low,Divorced,4448,0,15,3,Better,7,38-42
0,Travel_Rarely,Research & Development,7,Master,Medical,Female,High,2,Research Scientist,Very High,Married,6854,0,14,2,Good,7,53-57
0,Travel_Frequently,Sales,7,Master,Marketing,Female,High,3,Sales Executive,Low,Married,9637,0,9,3,Better,3,28-32
0,Travel_Rarely,Research & Development,1,Bachelor,Medical,Female,High,1,Research Scientist,Low,Married,3591,0,3,3,Better,3,23-27
0,Travel_Rarely,Sales,2,Master,Marketing,Female,Low,2,Sales Representative,Very High,Married,5405,1,20,4,Good,4,33-37
0,Travel_Rarely,Sales,10,Bachelor,Medical,Male,High,2,Sales Executive,Very High,Single,4684,0,5,4,Better,5,23-27
0,Travel_Frequently,Research & Development,15,Master,Life Sciences,Male,High,4,Research Director,High,Married,15787,1,23,3,Better,2,53-57
0,Non-Travel,Research & Development,14,Bachelor,Medical,Female,High,1,Research Scientist,High,Single,1514,0,0,4,Bad,0,
1,Travel_Rarely,Human Resources,18,Doctor,Human Resources,Male,Very High,1,Human Resources,Low,Married,2956,0,2,4,Better,1,28-32
